Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen,Zwrot,Beta
2005-10-31,64.6301,66.8869,64.6301,64.6301,532044.47473603,0.006359221260103576,0.9046719148881441
2005-11-02,66.8869,68.7403,66.8869,68.7403,1064386.2772246,0.0635957549191477,0.8740379497610784
2005-11-03,69.562,70.3854,68.3294,70.3854,481539.639369,0.02393210387501954,1.052829819587392
2005-11-04,70.3854,71.8367,69.562,71.8367,243779.0243134,0.020619332986670402,1.0565137424161808
2005-11-07,70.8026,71.6252,69.1519,70.3854,652686.44919767,-0.02020276543883548,1.0690590851999833
2005-11-08,70.5976,70.5976,69.3569,69.9737,169722.11434772,-0.005849224413017606,1.0901076743328915
2005-11-09,69.9737,71.0076,69.3569,71.0076,238926.38761871,0.014775551385735053,1.0693713150831303
2005-11-10,72.0425,72.4533,70.3854,70.8026,641999.99422487,-0.0028870149110798993,1.1051729141208189
2005-11-14,73.6868,73.6868,70.1787,71.6252,348180.70915779,0.011618217410095166,1.0886037094732004
2005-11-15,71.8367,71.8367,70.5976,70.8026,295339.37320198,-0.011484784684720029,1.096759481445543
2005-11-16,71.2135,72.0425,68.3294,69.3569,425950.4994334,-0.02041874168462743,1.0718633667683337
2005-11-17,69.3569,70.3854,69.1519,69.1519,513053.90340772,-0.00295572610655892,1.0808811982284892
2005-11-18,69.9737,71.0076,69.9737,70.8026,695708.53612561,0.023870638406175315,0.9989424142358982
2005-11-21,70.8026,71.0076,70.3854,70.8026,336364.40872531,0.0,1.0645792416702304
2005-11-22,70.5976,70.8026,69.1519,69.1519,308073.67307045,-0.023314115583326078,1.1546162424495006
2005-11-23,69.9737,70.1787,69.3569,69.7678,229611.35690453,0.008906479793035382,1.1750368323459515
2005-11-24,70.3854,70.5976,69.9737,70.1787,289765.71670736,0.0058895364337132605,1.176141804705064
2005-11-25,70.3854,70.5976,69.7678,70.5976,278660.52514972,0.005969047588513243,1.2323312024101463
2005-11-28,70.3854,71.8367,70.3854,71.8367,179888.24575356,0.017551588155971132,1.2581821580432246
2005-11-29,71.4194,72.4533,70.5976,72.4533,269865.81800251,0.008583356418098376,1.3426441969191496
2005-11-30,72.4533,73.2751,72.0425,72.6527,374739.51065406,0.002752117570904211,1.2880526145721631
2005-12-01,72.4533,74.3051,72.4533,73.6868,350707.99505444,0.014233469643936347,1.282335876018139
2005-12-02,74.7175,76.5652,73.6868,76.5652,231456.02783596,0.03906262722767173,1.2885466254651112
2005-12-05,76.1527,76.1527,74.0993,75.5345,172799.45658659,-0.013461729349626306,1.372868904281174
2005-12-06,75.5345,75.5345,73.2751,74.0993,195774.21979903,-0.01900058913476621,1.3747029593458566
2005-12-07,73.6868,74.5117,73.2751,73.2751,193110.65868246,-0.011122912092286996,1.4080962241705308
2005-12-08,73.2751,74.0993,72.865,73.6868,171139.37663486,0.005618552550593625,1.3764251231795828
2005-12-09,73.6868,73.8934,71.8367,72.6527,511115.07868799,-0.014033721100658592,1.3866065067937487
2005-12-12,73.0709,74.0993,72.0425,72.2483,354526.1789434,-0.005566207449963945,1.380688895340282
2005-12-13,72.0425,73.0709,71.8367,72.0425,181471.51603588,-0.0028485099303373618,1.4238985847643773
2005-12-14,72.2483,73.6868,71.6252,72.4533,468853.65526032,0.005702189679702929,1.4243290800781239
2005-12-15,72.2483,73.6868,71.4194,71.4194,319787.14765517,-0.014269881427070974,1.3889069719076128
2005-12-16,71.4194,72.865,71.0076,72.4533,537375.31356608,0.014476458777306966,1.0969973977500718
2005-12-19,72.4533,73.0709,72.0425,72.0425,158867.17364848,-0.005669859067840899,1.0500414146214614
2005-12-20,72.0425,74.3051,72.0425,73.0709,235794.53529188,0.014274907172849183,1.0020955904477915
2005-12-21,73.2751,73.8934,72.865,73.6868,658283.64413937,0.008428799973724255,0.9611980651440276
2005-12-22,73.6868,74.0993,72.4533,73.4809,109126.71837861,-0.0027942589446142696,0.966663231725901
2005-12-23,73.2751,74.0993,72.4533,74.0993,63816.446621702,0.008415792403195788,0.9719073135287429
2005-12-27,73.2751,74.7175,73.2751,74.7175,82468.807631492,0.008342858839422318,0.9807468471828306
2005-12-28,74.7175,74.7175,73.0709,73.2751,271606.42422054,-0.01930471442433168,0.9524083159878061
2005-12-29,73.6868,74.0993,72.2483,73.0709,196977.15833121,-0.002786758394051958,0.9868483152898369
2005-12-30,72.865,72.865,71.6252,71.8367,226365.52893922,-0.016890444759815493,0.9610705868776754
2006-01-02,71.8367,73.8934,71.4194,73.8934,91506.33244329,0.028630212690727852,1.2354474876862993
2006-01-03,74.0993,76.5652,73.4809,76.5652,391382.43160289,0.03615749173809846,1.3437696767792309
